Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00071 ; 26/12/2025 ; 04:00 ; 00014 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 05:00 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 06:00 ; 00059 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00051 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 07:00 ; 00074 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00070 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 08:00 ; 00179 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00243 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 09:00 ; 00246 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00247 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 10:00 ; 00324 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00311 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 11:00 ; 00420 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00385 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 12:00 ; 00493 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00464 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 13:00 ; 00527 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00506 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 14:00 ; 00508 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00533 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 15:00 ; 00440 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00437 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 16:00 ; 00455 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00354 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 17:00 ; 00456 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00386 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 18:00 ; 00488 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00417 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 19:00 ; 00456 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00412 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 20:00 ; 00324 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00382 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 21:00 ; 00260 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00300 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 22:00 ; 00131 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00233 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 23:00 ; 00103 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00123 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 26/12/2025 ; 24:00 ; 00052 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00077 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 01:00 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00043 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 02:00 ; 00011 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 03:00 ; 00007 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00013 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 04:00 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 05:00 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 06:00 ; 00031 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00033 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 07:00 ; 00054 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00043 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 08:00 ; 00077 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00083 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 09:00 ; 00139 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00125 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 10:00 ; 00240 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00201 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 11:00 ; 00382 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00288 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 12:00 ; 00445 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00383 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 13:00 ; 00463 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00427 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 14:00 ; 00420 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00411 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 15:00 ; 00291 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00352 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 16:00 ; 00293 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00257 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 17:00 ; 00334 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00273 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 18:00 ; 00369 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00323 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 19:00 ; 00419 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00324 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 20:00 ; 00314 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00335 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 21:00 ; 00227 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00310 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 22:00 ; 00150 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00199 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 23:00 ; 00093 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00125 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 27/12/2025 ; 24:00 ; 00043 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00077 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 01:00 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 02:00 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 03:00 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 04:00 ; 00007 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 05:00 ; 00007 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 06:00 ; 00021 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00023 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 07:00 ; 00044 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00031 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 08:00 ; 00044 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00051 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 09:00 ; 00076 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00071 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 10:00 ; 00161 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00104 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 11:00 ; 00192 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00161 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 12:00 ; 00272 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00195 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 13:00 ; 00301 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00262 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 14:00 ; 00275 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00288 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 15:00 ; 00203 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00227 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 16:00 ; 00180 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00175 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 17:00 ; 00192 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00186 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 18:00 ; 00239 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00250 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 19:00 ; 00204 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00234 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 20:00 ; 00194 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00212 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 21:00 ; 00202 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00210 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 22:00 ; 00109 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00184 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 23:00 ; 00083 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00099 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000
00071 ; 28/12/2025 ; 24:00 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00053 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 01:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 02:00 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 03:00 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 04:00 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 05:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 06:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 07:00 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 08:00 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 09:00 ; 00030 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 10:00 ; 00034 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00036 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 11:00 ; 00038 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00030 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 12:00 ; 00043 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00053 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 13:00 ; 00065 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00046 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 14:00 ; 00036 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00033 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 15:00 ; 00033 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 16:00 ; 00033 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00035 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 17:00 ; 00028 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00029 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 18:00 ; 00037 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00038 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 19:00 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 20:00 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 21:00 ; 00023 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 22:00 ; 00010 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 23:00 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 22/12/2025 ; 24:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 01:00 ; 00003 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 02:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 03:00 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 04:00 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 05:00 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 06:00 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 07:00 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 08:00 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 09:00 ; 00022 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 10:00 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00031 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 11:00 ; 00038 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 12:00 ; 00039 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00036 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 13:00 ; 00050 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 14:00 ; 00029 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 15:00 ; 00032 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 16:00 ; 00027 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 17:00 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 18:00 ; 00040 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 19:00 ; 00022 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 20:00 ; 00032 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 21:00 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 22:00 ; 00018 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 23:00 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 23/12/2025 ; 24:00 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 01:00 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 02:00 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 03:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 04:00 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 05:00 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 06:00 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 07:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 08:00 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 09:00 ; 00127 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00019 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 10:00 ; 00040 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00046 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 11:00 ; 00060 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00140 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 12:00 ; 00054 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 13:00 ; 00044 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 14:00 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 15:00 ; 00027 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 16:00 ; 00014 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 17:00 ; 00023 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 18:00 ; 00030 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 19:00 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 20:00 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 21:00 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 22:00 ; 00023 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 23:00 ; 00003 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 24/12/2025 ; 24:00 ; 00007 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 01:00 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 02:00 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 03:00 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 04:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 05:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 06:00 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 07:00 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 08:00 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00077 ; 25/12/2025 ; 09:00 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
